Steps,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
30000,3.2682724,9.999998e-05,0.0,-0.808942144555771,61.00826446280992,-0.4003745,0.5402133,-0.8126542491695649,0.6665313788082289,0.053093024,0.020415062,0.7201215,2.3158166
60000,3.128507,9.999998e-05,0.0,0.1317877024573843,58.68849206349206,0.017075496,0.6807311,0.1303757413718146,0.32020532057637247,0.05794763,0.024193034,0.26283315,1.8240054
90000,3.0170627,9.999998e-05,1.0,-0.28707848137721276,27.362085308056873,-0.029794723,0.60985297,-0.2839032227286335,0.13508557356191997,0.066616155,0.029142674,0.22764407,1.6102698
120000,3.0413532,9.999998e-05,1.0,-0.8576962508428481,40.7753120665742,-0.6250036,0.48684382,-0.8577669968056116,0.18010021299614615,0.031784855,0.028552083,0.20791407,1.4547218
150000,2.8837032,9.999998e-05,1.0,-0.5895073723285957,54.452029520295206,-0.40273118,0.41761872,-0.5942402961293782,0.22975820117215187,0.04039561,0.032016505,0.19882847,1.2696346
180000,2.6545987,9.999998e-05,1.0,-0.10418649420690988,58.551587301587304,-0.010925595,0.38236782,-0.10586732012210506,0.232785783748668,0.051323008,0.033894602,0.19041085,1.145539
210000,2.5088863,9.999999e-05,1.0,0.3646591652760757,66.49209932279909,0.34771535,0.3692191,0.36435442644909327,0.25443694113415266,0.05552599,0.032109953,0.18231484,1.0122627
240000,2.372108,9.999998e-05,1.0,0.7927213435620724,69.10538641686183,0.6520127,0.36536953,0.7925691325435594,0.2586555839352641,0.051414605,0.032453816,0.17904338,0.89810455
270000,2.2611134,1e-04,1.0,1.0087677310016425,75.84615384615384,0.74704653,0.39455128,1.0087959561974575,0.2749811188580516,0.046968732,0.030170431,0.17379916,0.82969135
300000,2.1865299,9.999999e-05,1.0,1.0966963001638956,69.19158878504673,0.84172714,0.43721992,1.0990070794212903,0.24618120420567483,0.05196529,0.030846288,0.17093278,0.76216716
